capability_id,capability_name,gap_type,source_or_algorithm,runtime_service,endpoint_or_contract,data_state,coverage_state,origin_classification,required_action
CAP-7DC9056619BD,Safe Session User,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs::safeSessionUser,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-7DE2DECB975F,Ndsp Canonical User Portal V86,NO_UI_MAPPING,backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-canonical-user-portal-v86.js::ndsp-canonical-user-portal-v86,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-7DF65DCA1E09,Server,PARTIAL_TRACEABILITY,backend/server.js,DISCOVERY_REQUIRED,GET /notifications,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_MODIFIED,Complete source-service-API-data-UI evidence chain
CAP-7E1F66F717A1,Auth Required,NO_UI_MAPPING,backend/auth_api/ndsp_api_compat_gateway.cjs::authRequired,ndsp-api-compat.service,GET /health|GET /api/account/trial|GET /api/packages|GET /api/markets|GET /api/alerts/status|GET /api/payments/status,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-7E21584868B3,Index 7 Rg Vnk2V,NO_UI_MAPPING,backups/commercial-live-preview-no-nginx/20260725_234148/portal-commercial-preview.previous/assets/index-7RgVNK2v.js::index-7RgVNK2v,nginx.service,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-7E277EBB15C8,Evaluate Data Quality,NO_UI_MAPPING,backend/data_foundation/canonical_v1/data_quality_gate.py::evaluate_data_quality,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-7E97D2614E6D,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/markets,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-7EEC4AB2500E,Ndsp User Login Gateway,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/setup/start,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-7F290D84B868,Index Bhr Cih4M,NO_UI_MAPPING,backups/commercial-live-preview-no-nginx/20260726_021211/portal-commercial-preview.previous/assets/index-BHrCIh4m.js::index-BHrCIh4m,nginx.service,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-7F41666FC0D4,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/trials,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-7F4E627E2488,Ndsp Login To Portal V90,NO_UI_MAPPING,backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-login-to-portal-v90.js::ndsp-login-to-portal-v90,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-7F5DA6A52F4D,Get Auth User,NO_UI_MAPPING,backend/ndsp_nowpayments.cjs::getAuthUser,DISCOVERY_REQUIRED,GET /nowpayments/health|POST /checkout/create|GET /webhooks/nowpayments|POST /webhooks/nowpayments,REAL_LIVE,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-7FAFDEF8B916,Admin List Audit Events,NO_UI_MAPPING,apps/ndsp-governance-bridge/policies/admin_snapshot/audit_admin_v6.py::admin_list_audit_events,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8005A5881BBA,Merge Trial,NO_UI_MAPPING,backend/services/ndsp-trial-clock-v163/server.py::merge_trial,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-805630C7C819,Attach Report,NO_UI_MAPPING,backend/app/support_layers/scenario/scenario_engine.py::attach_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8096525DB040,Runtime Bridge,NO_UI_MAPPING,backend/layers/canonical_v1/runtime_bridge.py::runtime_bridge,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-8189CA8761C9,Dynamic Quality Score,NO_UI_MAPPING,backend/ndsp-live-decision-quality/server.py::dynamic_quality_score,ndsp-live-decision-quality.service,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,REAL_SNAPSHOT,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-81A7994FF55D,Auth Magic Link,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py::auth_magic_link,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-81AA0C2F90ED,Prod Schema.Restore,NO_UI_MAPPING,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_8_20260730_092054/work/prod-schema.restore.sql::prod-schema.restore,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-81C879AE2209,Ndsp Api Compat Gateway,NO_UI_MAPPING,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/packages,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-81D6A2C67B79,En,NO_API_CONTRACT,frontend/public-site/src/i18n/locales/en.ts::en,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-8211FA73517E,Ndsp Layer Name Masking Policy,NO_UI_MAPPING,backend/ndsp_layer_name_masking_policy.cjs::ndsp_layer_name_masking_policy,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SOURCE_IDENTIFIED,ON_MAIN,Map capability to an approved screen and visible component
CAP-821E1C47D17F,Password Reset Server.Before,PARTIAL_TRACEABILITY,backups/auth-recovery-true-source-fix-v7/20260727_195013/password-reset-server.before.js,DISCOVERY_REQUIRED,POST /api/auth/reset-password,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-82FDD9F931FD,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,GET /admin/feedback,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-83469D7ECA81,Layer Score Candidate V127,MOCK_DATA,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js::layerScoreCandidateV127,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-834DF8F1DE14,User From Auth Me,NO_UI_MAPPING,backend/ndsp-user-alert-channels/server.js::userFromAuthMe,ndsp-user-alert-channels.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8374FD1D62EB,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/alerts,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-83F18020CD3F,Ndsp Telegram Emit V182,NO_UI_MAPPING,scripts/telegram/ndsp_telegram_emit_v182.sh::ndsp_telegram_emit_v182,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-846435C78CD1,Ndsp User Login Gateway,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/setup,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-84FF68BA9542,V46 Internal Authorized,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs::v46InternalAuthorized,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-856006E91456,Ndsp Platform Gateway 9002,NO_UI_MAPPING,{ path=/usr/bin/python3 ; argv[]=/usr/bin/python3 /opt/ndsp-platform-gateway-9002/app.py ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-platform-gateway-9002.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-857812ABEA11,Index Ccv9 K L,NO_UI_MAPPING,backups/commercial-live-preview-no-nginx/20260726_055108/portal-commercial-preview.previous/assets/index-Ccv9-K-l.js::index-Ccv9-K-l,nginx.service,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-85BADA8EEE4D,Admin Key Ok,NO_UI_MAPPING,backend/app/api/internal/telegram_routing_internal.py::admin_key_ok,DISCOVERY_REQUIRED,GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test|GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-85BB71BCB158,V461 Market Path,NO_UI_MAPPING,backend/auth_api/ndsp_platform_gateway_9001.cjs::v461MarketPath,ndsp-platform-gateway.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-85CDAB3FF1FF,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,POST /__retired_api_admin_users_action_legacy,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-861889569740,Staging Schema.Canonical,NO_UI_MAPPING,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_13_20260730_103616/work/staging-schema.canonical.sql::staging-schema.canonical,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-862CD297F1FD,Frontend Contract,UNKNOWN_DATA,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /auth/forgot,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-868C462AE6CD,List Users,NO_UI_MAPPING,backend/ndsp-access-guard-final/server.js::listUsers,ndsp-access-guard-final.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8699A76BEEA3,Normalize User,NO_UI_MAPPING,backend/ndsp-access-guard-final/server.js::normalizeUser,ndsp-access-guard-final.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-86BEFFA1260F,Ndsp Approved Home Link V73,UNKNOWN_DATA,frontend/user-portal-vite/public/ndsp-approved-home-link-v73.js::ndsp-approved-home-link-v73,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-879F3BBEFD90,Nmp Engine,NO_UI_MAPPING,backend/layers/canonical_v1/quality/nmp_engine.py::nmp_engine,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-87A0C704A369,Ndsp Approved Home Link V73,UNKNOWN_DATA,frontend/ndsp-user-portal-v50/public/ndsp-approved-home-link-v73.js::ndsp-approved-home-link-v73,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-87BD17F649D4,Mark Auth Page,UNKNOWN_DATA,frontend/user-portal-vite/public/assets/ndsp-auth-mobile-ios-fix-v1.js::markAuthPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-87C83A08FC8D,Find Users Table,NO_UI_MAPPING,backend/ndsp-access-guard/server.js::findUsersTable,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-87F9DDC337D6,Authorized,NO_UI_MAPPING,backend/admin_users_official_api/server.js::authorized,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-882E7D75FFBF,Hi,NO_API_CONTRACT,frontend/public-site/src/i18n/locales/hi.ts::hi,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-88BCB79F77AB,Ndsp Market Suite Nav,UNKNOWN_DATA,frontend/user-portal-vite/public/ndsp-market-suite-nav.js::ndsp-market-suite-nav,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-8928019CE04E,Language Switcher,MOCK_DATA,frontend/public-site/src/components/LanguageSwitcher.tsx::LanguageSwitcher,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-89287AB7B399,Ndsp Admin Actions Bypass Old Middleware,NO_UI_MAPPING,backend/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,GET /api/admin-actions/users/action/health,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-89390299C6D5,Trial Payload,NO_UI_MAPPING,backend/services/ndsp-trial-clock-v164/server.py::trial_payload,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-89CA79DDADE2,Ndsp Read Alert State,NO_UI_MAPPING,backend/ndsp_admin_ui_proxy.cjs::ndspReadAlertState,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,REAL_SNAPSHOT,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-89F327C93B1D,Require Admin,NO_UI_MAPPING,backend/ndsp-access-guard/server.js::requireAdmin,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8A37A6195B87,Id,NO_API_CONTRACT,frontend/public-site/src/i18n/locales/id.ts::id,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-8A3CA6AAF030,Ndsp Admin Migrate,NO_UI_MAPPING,backend/ndsp_admin_migrate.cjs::ndsp_admin_migrate,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-8A41EB527D76,Test Quality Effect Values,NO_UI_MAPPING,backend/app/support_layers/black_layer/test_black_layer.py::test_quality_effect_values,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8A9DD9B6E7D5,Tdl V2 Policy Admin,NO_UI_MAPPING,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,ndsp-governance-bridge.service,GET /auth-debug,UNKNOWN,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8A9E125A1C1E,Smtp User,NO_UI_MAPPING,backend/app/support_layers/delivery/ndsp_env_compat.py::smtp_user,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8AB470B42B47,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,POST /api/auth/2fa/setup/start,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-8B5A8E7F2E38,Index Ccv9 K L,NO_UI_MAPPING,backups/commercial-live-preview-no-nginx/20260726_055610/portal-commercial-preview.previous/assets/index-Ccv9-K-l.js::index-Ccv9-K-l,nginx.service,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-8BCDCDA9FCED,Frontend Contract,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /me/alert-prefs,UNKNOWN,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8BFCC7DDCBE0,Frontend Contract,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /admin/payments/{payment_id}/approve,UNKNOWN,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8C87ED62079C,Ko,UNKNOWN_DATA,frontend/public-site/src/i18n/locales/ko.ts::ko,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-8CF3F7EFFA7B,Account Trial,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py::account_trial,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8CF43007F5CD,Telegram Routing V2,NO_UI_MAPPING,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,GET /debug-auth,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8D2B532155EA,Commercial Schema,NO_UI_MAPPING,docs/05-runbooks/NDSP_COMMERCIAL_PHASE1_DB_FORENSICS_V1_3_20260730_005921/COMMERCIAL_SCHEMA.sql::COMMERCIAL_SCHEMA,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-8D32C8703DCE,Is Decision,NO_API_CONTRACT,frontend/ndsp-user-portal-v50/public/ndsp-multi-timeframe-v86.js::isDecision,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-8D64F6304F2E,Ndsp User Login Gateway,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/setup/skip,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8DCE2FA0D472,Require Admin,NO_UI_MAPPING,backend/ndsp-access-guard-final/server.js::requireAdmin,ndsp-access-guard-final.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8E040D696446,Ndsp Api Compat Gateway,PARTIAL_TRACEABILITY,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /health,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-8F09AA686C4B,List Users,NO_UI_MAPPING,backend/ndsp-access-guard/server.js::listUsers,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-8F2A33B96CD7,Ndsp Current User Display,NO_UI_MAPPING,{ path=/opt/ndsp-current-user-display/.venv/bin/uvicorn ; argv[]=/opt/ndsp-current-user-display/.venv/bin/uvicorn app:app --host 127.0.0.1 --port 9074 ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-current-user-display.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-8F33036C70F3,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,PUT /admin/users/:id,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-8F62216C7937,Ndsp Ui Bridge Api,NO_UI_MAPPING,{ path=/usr/bin/python3 ; argv[]=/usr/bin/python3 -m uvicorn main:app --host 127.0.0.1 --port 9066 ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-ui-bridge-api.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-8F78E58E5656,Ndsp User Login Gateway,NO_UI_MAPPING,backend/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/setup/confirm,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-8F93AC6024B3,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,DELETE /admin/users/:id,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-8FF4FBA642FA,Is Trial Plan,NO_UI_MAPPING,backend/middleware/trialGuard.js::isTrialPlan,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
